PDB ID	Ligand Monomer ID	Ligand Name	Receptor Ki (binding affinity)
3JYA	34996	benzothienopyrimidinone deriv., 6m	92
3JYA	34997	benzothienopyrimidinone deriv., 6n	0.90
3JYA	34998	benzothienopyrimidinone deriv., 6o	107
3JYA	35051	benzothienopyrimidinone deriv., 3b	130
3KEN	23772	S-Trityl-L-Cysteine (STLC), 1	107
3KEN	23773	S-Trityl-L-Cysteine (STLC) Analogue, 2	63000
3KEN	23774	S-Trityl-L-Cysteine (STLC) Analogue, 3	2500
3KEN	23775	S-Trityl-L-Cysteine (STLC) Analogue, 4	450
3KEN	23799	Triphenylmethyl-containing compound, 28	5230
3KEN	23812	S-Trityl-L-Cysteine (STLC) Analogue, 41	5800
3KEN	23822	S-Trityl-L-Cysteine (STLC) Analogue, 51	14
3KEN	23824	S-Trityl-L-Cysteine (STLC) Analogue, 53	14000
3KEN	23828	S-Trityl-L-Cysteine (STLC) Analogue, 57	2000
3KEN	23829	S-Trityl-L-Cysteine (STLC) Analogue, 58	23000
3KEN	23830	S-Trityl-L-Cysteine (STLC) Analogue, 59	1000
3KEN	50198302	CHEMBL399251	99
3KEN	50339672	CHEMBL1688926	429
3KEN	50339674	CHEMBL1688923	144
3KEN	50339675	CHEMBL1688922	86
3KEN	50339676	CHEMBL1688921	55
3KFC	50305059	CHEMBL594176	28
3KFC	50305060	CHEMBL594175	7
3KFC	50305061	CHEMBL607090	56
3KFC	50305062	CHEMBL595804	19
3KFC	50305064	CHEMBL593472	5
3KFC	50305065	CHEMBL594174	118
3KFC	50305066	CHEMBL595345	61
3KFC	50305067	CHEMBL595344	4
3KFC	50305068	CHEMBL595113	8
3KFC	50305069	CHEMBL595580	23
3KFC	50305070	CHEMBL593473	6
3KFC	50305074	CHEMBL593241	40
3KFC	50305075	CHEMBL592506	2
3KFC	50305497	CHEMBL590584	77
3KFC	50305499	CHEMBL600244	2
3KM4	29940	piperidine-1-carboxamide, 21c	21
3KM4	29949	piperidine-1-carboxamide, 21l	0.47
3KM4	29954	piperidine-1-carboxamide, 21q	6
3KM4	29955	piperidine-1-carboxamide, 21r	46
3KM4	29959	piperidine-1-carboxamide, 21v	0.90
3KM4	50305441	CHEMBL589399	1
3KM4	50305442	CHEMBL604248	2
3KM4	50305443	CHEMBL606026	57
3KM4	50305444	CHEMBL608264	17
3KM4	50305446	CHEMBL592048	31
3KM4	50305447	CHEMBL592047	141
3KM4	50305448	CHEMBL591814	2260
3KM4	50305449	CHEMBL591813	46
3KM4	50305450	CHEMBL592763	0.18
3KM4	50305451	CHEMBL591579	14
3KOO	50305613	CHEMBL592503	41
3KOO	50305623	CHEMBL592739	27
3KOO	50305626	CHEMBL592025	15
3KOO	50305628	CHEMBL589135	5
3KOO	50305629	CHEMBL589136	15
3KOO	50305641	CHEMBL592743	4
3KOO	50305643	CHEMBL608263	6
3KOO	50319982	CHEMBL1085746	22
3KOO	50319984	CHEMBL1082684	40
3KRR	50315231	CHEMBL1092926	7
3KRR	50315232	CHEMBL1089814	501
3KRR	50315233	CHEMBL1092063	7
3KRR	50315234	CHEMBL1089815	13
3KRR	50315235	CHEMBL1092840	13
3KRR	50315236	CHEMBL1093119	3
3KRR	50315237	CHEMBL1089773	4
3KRR	50315238	CHEMBL1092925	7
3KRR	50315243	CHEMBL1091191	101
3KRR	50315244	CHEMBL1091565	72
3KRR	50315245	CHEMBL1092588	120
3KRR	50315246	CHEMBL1093454	195
3KRR	50315247	CHEMBL1088856	20
3KRR	50315248	CHEMBL1088857	20
3KRR	50315249	CHEMBL1089813	685
3KWZ	50313461	CHEMBL1079000	33
3KWZ	50313476	CHEMBL1084400	4
3KWZ	50313477	CHEMBL1084401	4
3KWZ	50313478	CHEMBL1084402	10
3KWZ	50328883	CHEMBL1271275	389
3KWZ	50328886	CHEMBL1269848	10
3KWZ	50328888	CHEMBL1269956	10
3KWZ	50328892	CHEMBL1270171	11
3KWZ	50328893	CHEMBL1270268	8
3KWZ	50328894	CHEMBL1270269	3
3LC3	50307317	CHEMBL599840	11300
3LC3	50307321	CHEMBL608442	21600
3LC3	50307334	CHEMBL598384	5900
3LC3	50307335	CHEMBL598385	1900
3LC3	50307336	CHEMBL598170	3800
3LC3	50307337	CHEMBL598383	3800
3LC3	50307339	CHEMBL598178	700
3LC3	50307340	CHEMBL597574	900
3LC3	50307341	CHEMBL597575	450
3LC3	50307342	CHEMBL599627	450
3LC3	50307343	CHEMBL599628	250
3LC3	50307344	CHEMBL609324	900
3LC3	50307348	CHEMBL599413	24200
3LC3	50307350	CHEMBL598179	7200
3LC3	50307351	CHEMBL599626	26900
3M3X	50320031	CHEMBL1085555	28
3M3X	50320033	CHEMBL1085048	25
3M3X	50329762	CHEMBL1272286	420
3M3X	50329765	CHEMBL1271467	110
3M3X	50329766	CHEMBL1271521	170
3M3X	50329767	CHEMBL1233727	100
3M3X	50329768	CHEMBL1271572	16
3M3X	50329770	CHEMBL1233725	50
3M3X	50329771	CHEMBL1233768	70
3M3X	50329772	CHEMBL1233732	200
3M5E	50329760	CHEMBL1272233	70
3M5E	50329761	CHEMBL1272285	170
3M5E	50329762	CHEMBL1272286	420
3M5E	50329763	CHEMBL1233721	170
3M5E	50329764	CHEMBL1233735	24
3M5E	50329765	CHEMBL1271467	110
3M5E	50329767	CHEMBL1233727	100
3M5E	50329768	CHEMBL1271572	16
3M5E	50329769	CHEMBL1271573	100000
3M5E	50329770	CHEMBL1233725	50
3M5E	50329772	CHEMBL1233732	200
3M67	50329833	CHEMBL1271585	100
3M67	50329834	CHEMBL1232443	20
3M67	50329835	CHEMBL1271638	60
3M67	50329836	CHEMBL1271639	30
3M67	50380138	CHEMBL2010989	50
3M67	50380139	CHEMBL2011157	110
3M67	50380140	CHEMBL2011155	330
3M67	50380141	CHEMBL2010807	180
3M67	50380146	CHEMBL2010993	100
3M67	50380151	CHEMBL2011152	200
3M67	50380152	CHEMBL2010999	270
3M67	50380153	CHEMBL2010997	150
3M67	50380155	CHEMBL2010991	79
3M67	50380158	CHEMBL2010987	130
3M67	50380159	CHEMBL2010995	37
3M96	50329833	CHEMBL1271585	100
3M96	50329834	CHEMBL1232443	20
3M96	50329835	CHEMBL1271638	60
3M96	50329836	CHEMBL1271639	30
3M96	50380138	CHEMBL2010989	50
3M96	50380139	CHEMBL2011157	110
3M96	50380140	CHEMBL2011155	330
3M96	50380141	CHEMBL2010807	180
3M96	50380146	CHEMBL2010993	100
3M96	50380151	CHEMBL2011152	200
3M96	50380152	CHEMBL2010999	270
3M96	50380153	CHEMBL2010997	150
3M96	50380155	CHEMBL2010991	79
3M96	50380158	CHEMBL2010987	130
3M96	50380159	CHEMBL2010995	37
3M98	50326115	CHEMBL1242704	112
3M98	50329822	CHEMBL1272242	1600
3M98	50329823	CHEMBL1272243	600
3M98	50329824	CHEMBL1272297	800
3M98	50329825	CHEMBL1272298	500
3M98	50329826	CHEMBL1271477	700
3M98	50329828	CHEMBL1271529	4200
3M98	50329829	CHEMBL1271530	1000
3M98	50329832	CHEMBL1272187	1600
3M98	50329833	CHEMBL1271585	100
3M98	50329835	CHEMBL1271638	60
3M98	50380153	CHEMBL2010997	150
3MHL	50329761	CHEMBL1272285	170
3MHL	50329764	CHEMBL1233735	24
3MHL	50329766	CHEMBL1271521	170
3MHL	50329767	CHEMBL1233727	100
3MHL	50329768	CHEMBL1271572	16
3MHL	50329770	CHEMBL1233725	50
3MHL	50329771	CHEMBL1233768	70
3MHL	50329772	CHEMBL1233732	200
3MHM	50153976	CHEMBL186504	15
3MHM	50167329	CHEMBL191380	14
3MHM	50329761	CHEMBL1272285	170
3MHM	50329764	CHEMBL1233735	24
3MHM	50329766	CHEMBL1271521	170
3MHM	50329767	CHEMBL1233727	100
3MHM	50329768	CHEMBL1271572	16
3MHM	50329770	CHEMBL1233725	50
3MHM	50329771	CHEMBL1233768	70
3MHM	50329772	CHEMBL1233732	200
3MHO	10873	aromatic/heteroaromatic sulfonamide 18	33
3MHO	50080665	CHEMBL122176	23
3MHO	50329759	CHEMBL1233722	90
3MHO	50329760	CHEMBL1272233	70
3MHO	50329761	CHEMBL1272285	170
3MHO	50329762	CHEMBL1272286	420
3MHO	50329763	CHEMBL1233721	170
3MHO	50329764	CHEMBL1233735	24
3MHO	50329765	CHEMBL1271467	110
3MHO	50329766	CHEMBL1271521	170
3MHO	50329769	CHEMBL1271573	100000
3MMF	50167325	CHEMBL191576	65
3MMF	50167335	CHEMBL193513	49
3MMF	50167345	CHEMBL190531	146
3MMF	50167358	CHEMBL190538	39
3MMF	50167362	CHEMBL366223	38
3MMF	50349846	CHEMBL1738792	41
3MMF	50349848	CHEMBL1813209	561
3MMF	50349849	CHEMBL1813210	412
3MMF	50349850	CHEMBL1738787	37
3MMF	50349851	CHEMBL1813211	119
3MNA	50153972	CHEMBL186716	23
3MNA	50167358	CHEMBL190538	39
3MNA	50167362	CHEMBL366223	38
3MNA	50349845	CHEMBL1813207	435
3MNA	50349846	CHEMBL1738792	41
3MNA	50349848	CHEMBL1813209	561
3MNA	50349849	CHEMBL1813210	412
3MNA	50349850	CHEMBL1738787	37
3MNA	50349851	CHEMBL1813211	119
3MNA	50349859	CHEMBL1813206	376
3MYQ	50329833	CHEMBL1271585	100
3MYQ	50329834	CHEMBL1232443	20
3MYQ	50329835	CHEMBL1271638	60
3MYQ	50329836	CHEMBL1271639	30
3MYQ	50380138	CHEMBL2010989	50
3MYQ	50380139	CHEMBL2011157	110
3MYQ	50380140	CHEMBL2011155	330
3MYQ	50380141	CHEMBL2010807	180
3MYQ	50380146	CHEMBL2010993	100
3MYQ	50380151	CHEMBL2011152	200
3MYQ	50380152	CHEMBL2010999	270
3MYQ	50380153	CHEMBL2010997	150
3MYQ	50380155	CHEMBL2010991	79
3MYQ	50380158	CHEMBL2010987	130
3MYQ	50380159	CHEMBL2010995	37
3MZC	16654	aromatic sulfonamide compound 19	240
3MZC	16656	aromatic sulfonamide compound 21	75
3MZC	54376	cid_5545047	781
3MZC	50334343	CHEMBL1643289	2200
3MZC	50334344	CHEMBL1643290	3725
3MZC	50334345	CHEMBL1643300	65
3MZC	50334346	CHEMBL1643301	2
3MZC	50334352	CHEMBL1615215	226
3MZC	50334353	CHEMBL1643306	1765
3MZC	50334354	CHEMBL1615281	96
3MZC	50334355	CHEMBL1643291	1290
3MZC	50334356	CHEMBL1643292	2634
3MZC	50334362	CHEMBL1643296	5005
3MZC	50334363	CHEMBL1643297	2485
3MZC	50334365	CHEMBL1643299	9600
3N0N	16654	aromatic sulfonamide compound 19	240
3N0N	54376	cid_5545047	781
3N0N	50146748	CHEMBL97694	18
3N0N	50146750	CHEMBL98120	15
3N0N	50146752	CHEMBL94746	95
3N0N	50146754	CHEMBL329956	15
3N0N	50146756	CHEMBL316779	50
3N0N	50146757	CHEMBL97725	44
3N0N	50146759	CHEMBL94551	30
3N0N	50146760	CHEMBL313873	80
3N0N	50334354	CHEMBL1615281	96
3N0N	50334355	CHEMBL1643291	1290
3N0N	50334356	CHEMBL1643292	2634
3N0N	50334362	CHEMBL1643296	5005
3N2P	16654	aromatic sulfonamide compound 19	240
3N2P	54376	cid_5545047	781
3N2P	50334345	CHEMBL1643300	65
3N2P	50334347	CHEMBL1643302	85
3N2P	50334353	CHEMBL1643306	1765
3N2P	50334354	CHEMBL1615281	96
3N2P	50334355	CHEMBL1643291	1290
3N2P	50334356	CHEMBL1643292	2634
3N2P	50334357	CHEMBL1337519	1150
3N2P	50334360	CHEMBL1643295	1060
3N2P	50334361	CHEMBL1615280	3
3N2P	50334362	CHEMBL1643296	5005
3N2P	50334363	CHEMBL1643297	2485
3N3J	54376	cid_5545047	781
3N3J	50334343	CHEMBL1643289	2200
3N3J	50334345	CHEMBL1643300	65
3N3J	50334346	CHEMBL1643301	2
3N3J	50334348	CHEMBL1643303	10
3N3J	50334353	CHEMBL1643306	1765
3N3J	50334355	CHEMBL1643291	1290
3N3J	50334357	CHEMBL1337519	1150
3N3J	50334360	CHEMBL1643295	1060
3N3J	50334362	CHEMBL1643296	5005
3N3J	50334363	CHEMBL1643297	2485
3N3J	50334365	CHEMBL1643299	9600
3N3M	21335	C6-Uridine Derivative, 6	26000
3N3M	21337	C6-Uridine Derivative, 14	2000
3N3M	21338	C6-Uridine Derivative, 15	2100
3N3M	21339	C6-Uridine Derivative, 16	34100
3N3M	21340	C6-Uridine Derivative, 18	1100
3N3M	50310540	CHEMBL307679	10000000
3N3M	50398697	CHEMBL2178722	1000000
3N3M	50398698	CHEMBL2178721	22100
3N3M	50398699	CHEMBL214393	210000
3N4B	16654	aromatic sulfonamide compound 19	240
3N4B	54376	cid_5545047	781
3N4B	50146756	CHEMBL316779	50
3N4B	50334347	CHEMBL1643302	85
3N4B	50334353	CHEMBL1643306	1765
3N4B	50334354	CHEMBL1615281	96
3N4B	50334355	CHEMBL1643291	1290
3N4B	50334356	CHEMBL1643292	2634
3N4B	50334357	CHEMBL1337519	1150
3N4B	50334362	CHEMBL1643296	5005
3N4B	50334363	CHEMBL1643297	2485
3N4B	50334365	CHEMBL1643299	9600
3N9J	50186225	CHEMBL211727	1022
3N9J	50186226	CHEMBL212517	15046
3N9J	50186228	CHEMBL212097	992
3N9J	50186229	CHEMBL212685	704
3N9J	50186231	CHEMBL456	4000
3N9J	50300261	CHEMBL577307	4000
3N9J	50300262	CHEMBL571257	3600
3N9J	50300263	CHEMBL571488	3900
3N9J	50300264	CHEMBL576873	40000
3N9J	50300265	CHEMBL568727	3800
3N9J	50300266	CHEMBL576684	5400
3NB5	11047	reduced thio H2d	24
3NB5	35731	sulfonamide deriv., 5f	53
3NB5	35735	sulfonamide deriv., 7c	67
3NB5	35741	sulfonamide deriv., 7i	97
3NB5	50080669	CHEMBL122395	39
3NB5	50080711	CHEMBL124224	32
3NB5	50108576	CHEMBL111245	84
3NB5	50339598	CHEMBL601464	9800
3NB5	50339599	CHEMBL589606	10800
3NB5	50339600	CHEMBL589604	11500
3NB5	50339601	CHEMBL606453	18
3NB5	50339604	CHEMBL605189	9400
3NB5	50345226	CHEMBL1082898	34
3NFR	29213	casimiroin analogue, 1b	6200
3NFR	29216	casimiroin analogue, 1e	24100
3NFR	29217	casimiroin analogue, 1f	5800
3NFR	29218	casimiroin analogue, 1g	29300
3NFR	29219	casimiroin analogue, 1h	9300
3NFR	29220	casimiroin analogue, 1i	8800
3NFR	29221	casimiroin analogue, 1j	1900
3NFR	29222	casimiroin analogue, 1k	10800
3NFR	29223	casimiroin analogue, 1l	4100
3NFR	29224	casimiroin analogue, 1m	10000
3NFR	29225	casimiroin analogue, 1n	7000
3NFR	29226	casimiroin analogue, 1o	6000
3NFR	29227	casimiroin analogue, 1p	10800
3NFR	29228	casimiroin analogue, 1q	500000
3NFR	29229	casimiroin analogue, 1r	500000
3NHF	29212	casimiroin analogue, 1a	10800
3NHF	29216	casimiroin analogue, 1e	24100
3NHF	29217	casimiroin analogue, 1f	5800
3NHF	29218	casimiroin analogue, 1g	29300
3NHF	29219	casimiroin analogue, 1h	9300
3NHF	29220	casimiroin analogue, 1i	8800
3NHF	29221	casimiroin analogue, 1j	1900
3NHF	29222	casimiroin analogue, 1k	10800
3NHF	29223	casimiroin analogue, 1l	4100
3NHF	29224	casimiroin analogue, 1m	10000
3NHF	29225	casimiroin analogue, 1n	7000
3NHF	29226	casimiroin analogue, 1o	6000
3NHF	29227	casimiroin analogue, 1p	10800
3NHF	29228	casimiroin analogue, 1q	500000
3NHF	29229	casimiroin analogue, 1r	500000
3NHJ	29210	casimiroin	54100
3NHJ	29212	casimiroin analogue, 1a	10800
3NHJ	29213	casimiroin analogue, 1b	6200
3NHJ	29217	casimiroin analogue, 1f	5800
3NHJ	29218	casimiroin analogue, 1g	29300
3NHJ	29219	casimiroin analogue, 1h	9300
3NHJ	29221	casimiroin analogue, 1j	1900
3NHJ	29222	casimiroin analogue, 1k	10800
3NHJ	29223	casimiroin analogue, 1l	4100
3NHJ	29224	casimiroin analogue, 1m	10000
3NHJ	29225	casimiroin analogue, 1n	7000
3NHJ	29226	casimiroin analogue, 1o	6000
3NHJ	29227	casimiroin analogue, 1p	10800
3NHJ	29228	casimiroin analogue, 1q	500000
3NHJ	29229	casimiroin analogue, 1r	500000
3NHK	29212	casimiroin analogue, 1a	10800
3NHK	29213	casimiroin analogue, 1b	6200
3NHK	29217	casimiroin analogue, 1f	5800
3NHK	29218	casimiroin analogue, 1g	29300
3NHK	29219	casimiroin analogue, 1h	9300
3NHK	29220	casimiroin analogue, 1i	8800
3NHK	29221	casimiroin analogue, 1j	1900
3NHK	29222	casimiroin analogue, 1k	10800
3NHK	29223	casimiroin analogue, 1l	4100
3NHK	29224	casimiroin analogue, 1m	10000
3NHK	29225	casimiroin analogue, 1n	7000
3NHK	29226	casimiroin analogue, 1o	6000
3NHK	29227	casimiroin analogue, 1p	10800
3NHK	29228	casimiroin analogue, 1q	500000
3NHK	29229	casimiroin analogue, 1r	500000
3NHL	29213	casimiroin analogue, 1b	6200
3NHL	29216	casimiroin analogue, 1e	24100
3NHL	29217	casimiroin analogue, 1f	5800
3NHL	29218	casimiroin analogue, 1g	29300
3NHL	29219	casimiroin analogue, 1h	9300
3NHL	29221	casimiroin analogue, 1j	1900
3NHL	29222	casimiroin analogue, 1k	10800
3NHL	29223	casimiroin analogue, 1l	4100
3NHL	29224	casimiroin analogue, 1m	10000
3NHL	29225	casimiroin analogue, 1n	7000
3NHL	29226	casimiroin analogue, 1o	6000
3NHL	29227	casimiroin analogue, 1p	10800
3NHL	29228	casimiroin analogue, 1q	500000
3NHL	29229	casimiroin analogue, 1r	500000
3NHP	29212	casimiroin analogue, 1a	10800
3NHP	29213	casimiroin analogue, 1b	6200
3NHP	29216	casimiroin analogue, 1e	24100
3NHP	29218	casimiroin analogue, 1g	29300
3NHP	29219	casimiroin analogue, 1h	9300
3NHP	29220	casimiroin analogue, 1i	8800
3NHP	29221	casimiroin analogue, 1j	1900
3NHP	29222	casimiroin analogue, 1k	10800
3NHP	29223	casimiroin analogue, 1l	4100
3NHP	29224	casimiroin analogue, 1m	10000
3NHP	29225	casimiroin analogue, 1n	7000
3NHP	29226	casimiroin analogue, 1o	6000
3NHP	29227	casimiroin analogue, 1p	10800
3NHP	29228	casimiroin analogue, 1q	500000
3NHP	29229	casimiroin analogue, 1r	500000
3NHR	29212	casimiroin analogue, 1a	10800
3NHR	29213	casimiroin analogue, 1b	6200
3NHR	29217	casimiroin analogue, 1f	5800
3NHR	29218	casimiroin analogue, 1g	29300
3NHR	29219	casimiroin analogue, 1h	9300
3NHR	29220	casimiroin analogue, 1i	8800
3NHR	29221	casimiroin analogue, 1j	1900
3NHR	29222	casimiroin analogue, 1k	10800
3NHR	29223	casimiroin analogue, 1l	4100
3NHR	29224	casimiroin analogue, 1m	10000
3NHR	29225	casimiroin analogue, 1n	7000
3NHR	29226	casimiroin analogue, 1o	6000
3NHR	29227	casimiroin analogue, 1p	10800
3NHR	29228	casimiroin analogue, 1q	500000
3NHR	29229	casimiroin analogue, 1r	500000
3NHW	29214	casimiroin analogue, 1c	500000
3NHW	29215	casimiroin analogue, 1d	18200
3NHW	29216	casimiroin analogue, 1e	24100
3NHW	29217	casimiroin analogue, 1f	5800
3NHW	29218	casimiroin analogue, 1g	29300
3NHW	29219	casimiroin analogue, 1h	9300
3NHW	29220	casimiroin analogue, 1i	8800
3NHW	29221	casimiroin analogue, 1j	1900
3NHW	29222	casimiroin analogue, 1k	10800
3NHW	29223	casimiroin analogue, 1l	4100
3NHW	29224	casimiroin analogue, 1m	10000
3NHW	29225	casimiroin analogue, 1n	7000
3NHW	29227	casimiroin analogue, 1p	10800
3NHW	29229	casimiroin analogue, 1r	500000
3NHW	50332193	CHEMBL1288342	2100
3NHW	50332194	CHEMBL1288457	5500
3NHY	29212	casimiroin analogue, 1a	10800
3NHY	29214	casimiroin analogue, 1c	500000
3NHY	29216	casimiroin analogue, 1e	24100
3NHY	29217	casimiroin analogue, 1f	5800
3NHY	29218	casimiroin analogue, 1g	29300
3NHY	29219	casimiroin analogue, 1h	9300
3NHY	29220	casimiroin analogue, 1i	8800
3NHY	29221	casimiroin analogue, 1j	1900
3NHY	29222	casimiroin analogue, 1k	10800
3NHY	29223	casimiroin analogue, 1l	4100
3NHY	29224	casimiroin analogue, 1m	10000
3NHY	29225	casimiroin analogue, 1n	7000
3NHY	29226	casimiroin analogue, 1o	6000
3NHY	29227	casimiroin analogue, 1p	10800
3NHY	29228	casimiroin analogue, 1q	500000
3NTY	26269	3,5-dichlorosalicylic acid	6
3NTY	50219490	CHEMBL387536	4
3NTY	50240769	CHEMBL331146	140
3NTY	50330424	CHEMBL1277741	29
3NTY	50330426	CHEMBL1275725	1
3NTY	50330427	CHEMBL1275703	0.86
3NTY	50330428	CHEMBL1275704	1
3NTY	50330429	CHEMBL1275723	3
3NTY	50330430	CHEMBL1277646	340
3NTY	50330431	CHEMBL1277647	2
3NTY	50330432	CHEMBL1277648	2
3NVY	7459	luteolin	1900
3NVY	7460	Quercetin	1200
3NVY	23411	Scutellarein	12600
3NVY	23415	Acacetin	14100
3NVY	50009001	CHEMBL8260	3300
3NVY	50033767	ROBINETIN	4300
3NVY	50129952	CHEMBL63354	35300
3NVY	50140257	WOGONIN	176100
3NVY	50240896	CHEMBL163316	31600
3NVY	50241084	CHEMBL214321	14000
3NVY	50292534	CHEMBL471482	35600
3NVY	50292535	CHEMBL351607	30
3O96	15149	2,3-diphenylquinoxaline 5	290
3O96	15162	quinoxaline 16a	240
3O96	15163	quinoxaline 16b	166
3O96	15164	quinoxaline 16c	63
3O96	15165	quinoxaline 16d	20
3O96	15166	quinoxaline 16e	1089
3O96	15167	quinoxaline 16f	55
3O96	15168	pyrazoloquinoxaline 16g	85
3O96	15169	imidazoquinoxaline 16h	58
3O96	15170	quinoline 5	365
3O96	50298449	CHEMBL583982	1089
3O9L	50325178	CHEMBL1222884	0.09
3O9L	50328845	CHEMBL1269679	0.31
3O9L	50328847	CHEMBL1269677	0.56
3O9L	50328848	CHEMBL1269676	0.40
3O9L	50328849	CHEMBL1269675	2
3O9L	50328850	CHEMBL1269674	1
3O9L	50328851	CHEMBL1269673	4
3O9L	50328852	CHEMBL1269672	0.18
3O9L	50328853	CHEMBL1269671	0.33
3O9L	50328855	CHEMBL1269682	0.18
3O9L	50328856	CHEMBL1269683	2
3O9L	50328859	CHEMBL1269687	4
3O9L	50328871	CHEMBL1269691	3
3O9L	50328873	CHEMBL1269689	5
3OAD	50328846	CHEMBL1269678	0.05
3OAD	50328847	CHEMBL1269677	0.56
3OAD	50328848	CHEMBL1269676	0.40
3OAD	50328851	CHEMBL1269673	4
3OAD	50328852	CHEMBL1269672	0.18
3OAD	50328865	CHEMBL1269699	0.24
3OAD	50328904	CHEMBL1269742	0.16
3OAD	50328905	CHEMBL1269743	0.07
3OAD	50328906	CHEMBL1269744	0.08
3OAD	50328907	CHEMBL1269745	0.17
3OAD	50328908	CHEMBL1269746	0.05
3OAD	50328909	CHEMBL1269747	0.14
3OAD	50328910	CHEMBL1269748	0.08
3OAD	50328924	CHEMBL1234078	0.12
3OCS	36516	CGI1746, 2	2
3OCS	36517	5-(3-Amino-2-methylphenyl)-1-methyl-3-((4-(morpholine-4-carbonyl)phenyl)amino)pyrazin-2(1H)-one, 3	5441
3OCS	36518	N-(2-Methyl-3-(4-methyl-6-((4-(morpholine-4-carbonyl)phenyl)amino)-5-oxo-4,5-dihydropyrazin-2-yl)phenyl)acetamide, 4	2687
3OCS	36519	5-(3-((4-(tert-Butyl)benzyl)amino)-2-methylphenyl)-1-methyl-3-((4-(morpholine-4-carbonyl)phenyl)amino)pyrazin-2(1H)-one, 5	9058
3OCS	36520	3-(tert-Butyl)-N-(2-methyl-3-(4-methyl-6-((4-(morpholine-4-carbonyl)phenyl)amino)-5-oxo-4,5-dihydropyrazin-2-yl)phenyl)benzamide, 6	3142
3OCS	36521	6-(tert-Butyl)-N-(2-methyl-3-(4-methyl-6-((4-(morpholine-4-carbonyl)phenyl)amino)-5-oxo-4,5-dihydropyrazin-2-yl)phenyl)nicotinamide, 7	650
3OCS	50341519	CHEMBL1765781	1000
3OCS	50388182	CHEMBL2057914	400
3OCS	50388183	CHEMBL2057915	2
3OCS	50388184	CHEMBL2057916	13
3OCS	50388187	CHEMBL2057921	144
3OCS	50388188	CHEMBL2057922	30
3OOT	50329009	CHEMBL1269209	24
3OOT	50329010	CHEMBL1270377	31
3OOT	50329015	CHEMBL1270181	12
3OOT	50329016	CHEMBL1270277	4
3OOT	50329017	CHEMBL1270278	4
3OOT	50329018	CHEMBL1236060	2
3OOT	50329027	CHEMBL1271286	9350
3OOT	50329046	CHEMBL1235802	91
3OOT	50329047	CHEMBL1270568	9
3OOT	50329048	CHEMBL1270668	18
3OOT	50352905	CHEMBL1824649	88
3OOT	50419724	CHEMBL1946051	427
3OQF	50329008	CHEMBL1270376	84
3OQF	50329015	CHEMBL1270181	12
3OQF	50329016	CHEMBL1270277	4
3OQF	50329017	CHEMBL1270278	4
3OQF	50329018	CHEMBL1236060	2
3OQF	50329046	CHEMBL1235802	91
3OQF	50329047	CHEMBL1270568	9
3OQF	50329048	CHEMBL1270668	18
3OQF	50352892	CHEMBL1824642	410
3OQF	50352911	CHEMBL1824641	520
3OQF	50352912	CHEMBL1824640	3400
3OQF	50352996	CHEMBL1825182	761
3OQF	50353003	CHEMBL1825183	25
3OQF	50419724	CHEMBL1946051	427
3OQK	50329019	CHEMBL1270873	3410
3OQK	50329021	CHEMBL1270974	707
3OQK	50329034	CHEMBL1235803	420
3OQK	50329036	CHEMBL1270071	9000
3OQK	50329037	CHEMBL1270072	680
3OQK	50329038	CHEMBL1270178	21
3OQK	50329040	CHEMBL1270275	773
3OQK	50329041	CHEMBL1270276	63
3OQK	50329042	CHEMBL1270374	64
3OQK	50329043	CHEMBL1270375	5
3OQK	50329044	CHEMBL1270468	16
3OQK	50329049	CHEMBL1270669	6460
3OQK	50329050	CHEMBL1270770	7300
3OQK	50329052	CHEMBL1270872	1600
3OQK	50419723	CHEMBL1946050	537
3OTQ	50330097	CHEMBL1234565	41
3OTQ	50330098	CHEMBL1271497	23
3OTQ	50330099	CHEMBL1271498	7
3OTQ	50330100	CHEMBL1271550	6
3OTQ	50330101	CHEMBL1271551	450
3OTQ	50330102	CHEMBL1271607	650
3OTQ	50330103	CHEMBL1271608	5
3OTQ	50330104	CHEMBL1271658	397
3OTQ	50330106	CHEMBL1271711	28
3OTQ	50330107	CHEMBL1271712	21
3OYS	11041	reduced thio H2a	27
3OYS	16643	aromatic sulfonamide compound 8	246
3OYS	16645	aromatic sulfonamide compound 10	232
3OYS	16646	aromatic sulfonamide compound 11	227
3OYS	16647	aromatic sulfonamide compound 12	258
3OYS	16648	aromatic sulfonamide compound 13	214
3OYS	16649	aromatic sulfonamide compound 14	230
3OYS	16650	aromatic sulfonamide compound 15	63
3OYS	35733	sulfonamide deriv., 7a	107
3OYS	35736	sulfonamide deriv., 7d	61
3OYS	35737	sulfonamide deriv., 7e	58
3OYS	35738	sulfonamide deriv., 7f	395
3OYS	35739	sulfonamide deriv., 7g	69
3OYS	35740	sulfonamide deriv., 7h	74
3OYS	50345208	CHEMBL1083756	2810
3OYS	50345218	CHEMBL1085467	339
3OYS	50345221	CHEMBL1085094	3500
3PA3	50332122	CHEMBL1288192	292
3PA3	50332123	CHEMBL1288219	197
3PA3	50332125	CHEMBL1288248	148
3PA3	50332126	CHEMBL1288249	211
3PA3	50332127	CHEMBL1288276	27143
3PA3	50332130	CHEMBL1288303	4
3PA3	50332132	CHEMBL1287863	2
3PA3	50332133	CHEMBL1287891	3
3PA3	50332136	CHEMBL1287920	4
